epoch: 0, train_loss:1.7105, val_accuracy: 0.1136
epoch: 1, train_loss:1.7891, val_accuracy: 0.0982
epoch: 2, train_loss:1.7990, val_accuracy: 0.0982
epoch: 3, train_loss:1.7989, val_accuracy: 0.0982
epoch: 4, train_loss:1.7989, val_accuracy: 0.0982
epoch: 5, train_loss:1.7989, val_accuracy: 0.0982
epoch: 6, train_loss:1.7990, val_accuracy: 0.0982
epoch: 7, train_loss:1.7989, val_accuracy: 0.0982
epoch: 8, train_loss:1.7990, val_accuracy: 0.0982
epoch: 9, train_loss:1.7989, val_accuracy: 0.0982
test_accuracy: 0.1001
