epoch: 0, train_loss:0.3319, val_accuracy: 0.8232
epoch: 1, train_loss:0.2297, val_accuracy: 0.8519
epoch: 2, train_loss:0.2081, val_accuracy: 0.8565
epoch: 3, train_loss:0.1951, val_accuracy: 0.8599
epoch: 4, train_loss:0.1850, val_accuracy: 0.8649
epoch: 5, train_loss:0.1768, val_accuracy: 0.8698
epoch: 6, train_loss:0.1707, val_accuracy: 0.8688
epoch: 7, train_loss:0.1651, val_accuracy: 0.8764
epoch: 8, train_loss:0.1610, val_accuracy: 0.8738
epoch: 9, train_loss:0.1567, val_accuracy: 0.8807
test_accuracy: 0.8773
