epoch: 0, train_loss:0.9697, val_accuracy: 0.1010
epoch: 1, train_loss:0.9210, val_accuracy: 0.1024
epoch: 2, train_loss:0.9126, val_accuracy: 0.0980
epoch: 3, train_loss:0.9087, val_accuracy: 0.0990
epoch: 4, train_loss:0.9063, val_accuracy: 0.1013
epoch: 5, train_loss:0.9048, val_accuracy: 0.0980
epoch: 6, train_loss:0.9038, val_accuracy: 0.0990
epoch: 7, train_loss:0.9032, val_accuracy: 0.1006
epoch: 8, train_loss:0.9027, val_accuracy: 0.0980
epoch: 9, train_loss:0.9024, val_accuracy: 0.0949
test_accuracy: 0.1000
