epoch: 0, train_loss:42.5811, val_accuracy: 0.0960
epoch: 1, train_loss:4.0718, val_accuracy: 0.0990
epoch: 2, train_loss:2.3803, val_accuracy: 0.0975
epoch: 3, train_loss:2.3060, val_accuracy: 0.0949
epoch: 4, train_loss:2.3028, val_accuracy: 0.0949
epoch: 5, train_loss:2.3026, val_accuracy: 0.0949
epoch: 6, train_loss:2.3026, val_accuracy: 0.0980
epoch: 7, train_loss:2.3026, val_accuracy: 0.0949
epoch: 8, train_loss:2.3026, val_accuracy: 0.0949
epoch: 9, train_loss:2.3026, val_accuracy: 0.0949
test_accuracy: 0.1000
