epoch: 0, train_loss:563.1375, val_accuracy: 0.1013
epoch: 1, train_loss:0.9000, val_accuracy: 0.1013
epoch: 2, train_loss:0.9000, val_accuracy: 0.0990
epoch: 3, train_loss:0.9000, val_accuracy: 0.1020
epoch: 4, train_loss:0.9000, val_accuracy: 0.0990
epoch: 5, train_loss:0.9000, val_accuracy: 0.0975
epoch: 6, train_loss:0.9000, val_accuracy: 0.1006
epoch: 7, train_loss:0.9000, val_accuracy: 0.0990
epoch: 8, train_loss:0.9000, val_accuracy: 0.1013
epoch: 9, train_loss:0.9000, val_accuracy: 0.0980
test_accuracy: 0.1000
