epoch: 0, train_loss:0.4094, val_accuracy: 0.8220
epoch: 1, train_loss:0.2435, val_accuracy: 0.8426
epoch: 2, train_loss:0.2181, val_accuracy: 0.8477
epoch: 3, train_loss:0.2058, val_accuracy: 0.8530
epoch: 4, train_loss:0.1973, val_accuracy: 0.8579
epoch: 5, train_loss:0.1908, val_accuracy: 0.8559
epoch: 6, train_loss:0.1863, val_accuracy: 0.8651
epoch: 7, train_loss:0.1816, val_accuracy: 0.8592
epoch: 8, train_loss:0.1782, val_accuracy: 0.8696
epoch: 9, train_loss:0.1746, val_accuracy: 0.8714
test_accuracy: 0.8606
