epoch: 0, train_loss:0.8021, val_accuracy: 0.5555
epoch: 1, train_loss:0.5400, val_accuracy: 0.7055
epoch: 2, train_loss:0.3963, val_accuracy: 0.7490
epoch: 3, train_loss:0.3376, val_accuracy: 0.7793
epoch: 4, train_loss:0.3029, val_accuracy: 0.8001
epoch: 5, train_loss:0.2788, val_accuracy: 0.8163
epoch: 6, train_loss:0.2613, val_accuracy: 0.8248
epoch: 7, train_loss:0.2487, val_accuracy: 0.8270
epoch: 8, train_loss:0.2399, val_accuracy: 0.8351
epoch: 9, train_loss:0.2326, val_accuracy: 0.8367
test_accuracy: 0.8301
