2025-03-12 22:21:59,185 INFO    MainThread:18504 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-03-12 22:21:59,187 INFO    MainThread:18504 [wandb_setup.py:_flush():67] Configure stats pid to 18504
2025-03-12 22:21:59,187 INFO    MainThread:18504 [wandb_setup.py:_flush():67] Loading settings from C:\Users\Ashutosh Patidar\.config\wandb\settings
2025-03-12 22:21:59,189 INFO    MainThread:18504 [wandb_setup.py:_flush():67] Loading settings from C:\Users\Ashutosh Patidar\OneDrive\Documents\GitHub\Assignment_1_Deep_Learning\wandb\settings
2025-03-12 22:21:59,191 INFO    MainThread:18504 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-12 22:21:59,193 INFO    MainThread:18504 [wandb_init.py:setup_run_log_directory():647] Logging user logs to C:\Users\Ashutosh Patidar\OneDrive\Documents\GitHub\Assignment_1_Deep_Learning\wandb\run-20250312_222159-dqne9o4r\logs\debug.log
2025-03-12 22:21:59,193 INFO    MainThread:18504 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to C:\Users\Ashutosh Patidar\OneDrive\Documents\GitHub\Assignment_1_Deep_Learning\wandb\run-20250312_222159-dqne9o4r\logs\debug-internal.log
2025-03-12 22:21:59,195 INFO    MainThread:18504 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000272238A51F0>
2025-03-12 22:21:59,197 INFO    MainThread:18504 [wandb_init.py:init():761] calling init triggers
2025-03-12 22:21:59,199 INFO    MainThread:18504 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'Learning_rate': 0.001, 'epochs': 50, 'batch_size': 32, 'layer_size': [784, 128, 64, 10], 'optimizer': 'RMS_Prop', 'beta_1': 0.9, 'beta_2': 0.999, 'loss_function': 'mean_squared', 'weight_decay': 0, 'activation_function': 'ReLu', '_wandb': {}}
2025-03-12 22:21:59,199 INFO    MainThread:18504 [wandb_init.py:init():784] starting backend
2025-03-12 22:21:59,199 INFO    MainThread:18504 [wandb_init.py:init():788] sending inform_init request
2025-03-12 22:21:59,644 INFO    MainThread:18504 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=spawn, using: spawn
2025-03-12 22:21:59,644 INFO    MainThread:18504 [wandb_init.py:init():798] backend started and connected
2025-03-12 22:21:59,849 INFO    MainThread:18504 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-12 22:21:59,866 INFO    MainThread:18504 [wandb_run.py:_label_probe_notebook():1214] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-03-12 22:21:59,869 INFO    MainThread:18504 [wandb_init.py:init():891] updated telemetry
2025-03-12 22:22:00,106 INFO    MainThread:18504 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-12 22:22:01,155 INFO    MainThread:18504 [wandb_init.py:init():990] starting run threads in backend
2025-03-12 22:22:17,315 INFO    MainThread:18504 [wandb_run.py:_console_start():2375] atexit reg
2025-03-12 22:22:17,316 INFO    MainThread:18504 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-12 22:22:17,317 INFO    MainThread:18504 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-12 22:22:17,317 INFO    MainThread:18504 [wandb_run.py:_redirect():2315] Redirects installed.
2025-03-12 22:22:17,334 INFO    MainThread:18504 [wandb_init.py:init():1032] run started, returning control to user process
2025-03-12 22:22:17,337 INFO    MainThread:18504 [wandb_config.py:__setitem__():154] config set beta_1 = 0.9 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002722861ECF0>>
2025-03-12 22:22:17,337 INFO    MainThread:18504 [wandb_run.py:_config_callback():1261] config_cb beta_1 0.9 None
2025-03-12 22:22:17,338 INFO    MainThread:18504 [wandb_config.py:__setitem__():154] config set beta_2 = 0.999 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002722861ECF0>>
2025-03-12 22:22:17,338 INFO    MainThread:18504 [wandb_run.py:_config_callback():1261] config_cb beta_2 0.999 None
2025-03-12 22:22:17,339 INFO    MainThread:18504 [wandb_config.py:__setitem__():154] config set epochs = 10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002722861ECF0>>
2025-03-12 22:22:17,340 INFO    MainThread:18504 [wandb_run.py:_config_callback():1261] config_cb epochs 10 None
2025-03-12 22:22:17,340 INFO    MainThread:18504 [wandb_config.py:__setitem__():154] config set loss_function = categorical_cross_entropy - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002722861ECF0>>
2025-03-12 22:22:17,340 INFO    MainThread:18504 [wandb_run.py:_config_callback():1261] config_cb loss_function categorical_cross_entropy None
2025-03-12 22:22:17,342 INFO    MainThread:18504 [wandb_config.py:__setitem__():154] config set weight_decay = 0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000002722861ECF0>>
2025-03-12 22:22:17,342 INFO    MainThread:18504 [wandb_run.py:_config_callback():1261] config_cb weight_decay 0 None
