epoch: 0, train_loss:13767.0339, val_accuracy: 0.6338
epoch: 1, train_loss:535.3924, val_accuracy: 0.0990
epoch: 2, train_loss:6.2483, val_accuracy: 0.0949
epoch: 3, train_loss:2.3029, val_accuracy: 0.1033
epoch: 4, train_loss:2.3029, val_accuracy: 0.0990
epoch: 5, train_loss:2.3029, val_accuracy: 0.0949
epoch: 6, train_loss:2.3029, val_accuracy: 0.1006
epoch: 7, train_loss:2.3029, val_accuracy: 0.0949
epoch: 8, train_loss:2.3029, val_accuracy: 0.0949
epoch: 9, train_loss:2.3029, val_accuracy: 0.1010
test_accuracy: 0.1000
