{'Learning_rate': 0.001, 'epochs': 50, 'batch_size': 32, 'layer_size': [784, 392, 128, 64, 10]}
epoch: 0, train_loss:2.2737, val_accuracy: 0.4314
epoch: 1, train_loss:2.1655, val_accuracy: 0.4976
epoch: 2, train_loss:2.0781, val_accuracy: 0.5792
epoch: 3, train_loss:1.9773, val_accuracy: 0.6251
epoch: 4, train_loss:1.8642, val_accuracy: 0.6118
epoch: 5, train_loss:1.7463, val_accuracy: 0.6249
epoch: 6, train_loss:1.6330, val_accuracy: 0.6334
epoch: 7, train_loss:1.5292, val_accuracy: 0.6536
epoch: 8, train_loss:1.4372, val_accuracy: 0.6588
epoch: 9, train_loss:1.3558, val_accuracy: 0.6790
epoch: 10, train_loss:1.2834, val_accuracy: 0.6868
epoch: 11, train_loss:1.2185, val_accuracy: 0.6948
epoch: 12, train_loss:1.1601, val_accuracy: 0.7030
epoch: 13, train_loss:1.1078, val_accuracy: 0.7088
epoch: 14, train_loss:1.0610, val_accuracy: 0.7164
epoch: 15, train_loss:1.0184, val_accuracy: 0.7295
epoch: 16, train_loss:0.9800, val_accuracy: 0.7390
epoch: 17, train_loss:0.9450, val_accuracy: 0.7396
epoch: 18, train_loss:0.9130, val_accuracy: 0.7438
epoch: 19, train_loss:0.8841, val_accuracy: 0.7505
epoch: 20, train_loss:0.8576, val_accuracy: 0.7575
epoch: 21, train_loss:0.8331, val_accuracy: 0.7611
epoch: 22, train_loss:0.8109, val_accuracy: 0.7641
epoch: 23, train_loss:0.7904, val_accuracy: 0.7632
epoch: 24, train_loss:0.7708, val_accuracy: 0.7685
epoch: 25, train_loss:0.7530, val_accuracy: 0.7712
epoch: 26, train_loss:0.7364, val_accuracy: 0.7760
epoch: 27, train_loss:0.7204, val_accuracy: 0.7761
epoch: 28, train_loss:0.7058, val_accuracy: 0.7791
epoch: 29, train_loss:0.6922, val_accuracy: 0.7790
epoch: 30, train_loss:0.6793, val_accuracy: 0.7835
epoch: 31, train_loss:0.6671, val_accuracy: 0.7892
epoch: 32, train_loss:0.6552, val_accuracy: 0.7908
epoch: 33, train_loss:0.6443, val_accuracy: 0.7958
epoch: 34, train_loss:0.6334, val_accuracy: 0.7968
epoch: 35, train_loss:0.6235, val_accuracy: 0.8021
epoch: 36, train_loss:0.6138, val_accuracy: 0.8003
epoch: 37, train_loss:0.6044, val_accuracy: 0.8051
epoch: 38, train_loss:0.5951, val_accuracy: 0.8078
epoch: 39, train_loss:0.5867, val_accuracy: 0.8088
epoch: 40, train_loss:0.5783, val_accuracy: 0.8095
epoch: 41, train_loss:0.5713, val_accuracy: 0.8127
epoch: 42, train_loss:0.5627, val_accuracy: 0.8143
epoch: 43, train_loss:0.5561, val_accuracy: 0.8185
epoch: 44, train_loss:0.5483, val_accuracy: 0.8174
epoch: 45, train_loss:0.5414, val_accuracy: 0.8187
epoch: 46, train_loss:0.5350, val_accuracy: 0.8212
epoch: 47, train_loss:0.5281, val_accuracy: 0.8222
epoch: 48, train_loss:0.5219, val_accuracy: 0.8225
epoch: 49, train_loss:0.5166, val_accuracy: 0.8247
test_accuracy: 0.8123
