epoch: 0, train_loss:1.9539, val_accuracy: 0.0980
epoch: 1, train_loss:0.9019, val_accuracy: 0.1024
epoch: 2, train_loss:0.9019, val_accuracy: 0.1010
epoch: 3, train_loss:0.9019, val_accuracy: 0.0949
epoch: 4, train_loss:0.9019, val_accuracy: 0.1020
epoch: 5, train_loss:0.9019, val_accuracy: 0.1006
epoch: 6, train_loss:0.9019, val_accuracy: 0.1033
epoch: 7, train_loss:0.9019, val_accuracy: 0.0975
epoch: 8, train_loss:0.9019, val_accuracy: 0.0975
epoch: 9, train_loss:0.9019, val_accuracy: 0.1024
test_accuracy: 0.1000
